,0,1,2,3,4,5,6,7,8,9,10,11
675,ROA_6,RIC_7,,,,,,,,,,
676,CAE_7,CHS_8,GSP_9,CHS_10,,,,,,,,
677,CAE_5,CHS_6,,,,,,,,,,
678,ROA_10,RIC_11,,,,,,,,,,
679,CAE_2,CHS_3,CAE_4,CHS_5,CAE_6,CHS_7,GSP_8,CAE_9,CHS_10,,,
680,RIC_6,ROA_7,RIC_8,CHO_9,,,,,,,,
681,ROA_2,CHO_3,RIC_4,CHO_5,RIC_6,ROA_7,RIC_8,ROA_9,RIC_10,,,
682,CHS_6,GSP_7,CHS_8,GSP_9,,,,,,,,
683,RIC_10,ROA_11,RIC_12,ROA_13,,,,,,,,
684,CHS_8,GSP_9,CHS_10,GSP_11,CHS_12,CAE_13,,,,,,
685,CHS_3,GSP_4,CHS_5,GSP_6,CHS_7,CAE_8,,,,,,
686,CAE_10,CHS_11,CAE_12,,,,,,,,,
687,CHS_9,CAE_10,,,,,,,,,,
688,CHS_6,CAE_7,CHS_8,,,,,,,,,
689,CAE_10,CHS_11,CAE_12,,,,,,,,,
690,ROA_10,RIC_11,ROA_12,RIC_13,,,,,,,,
691,CHO_10,ROA_11,RIC_12,,,,,,,,,
692,ROA_8,RIC_9,ROA_10,RIC_11,,,,,,,,
693,CAE_4,CHS_5,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,,,,
694,ROA_4,RIC_5,CHO_6,RIC_7,ROA_8,RIC_9,CHO_10,RIC_11,,,,
695,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,
696,MYR_4,RIC_5,ROA_6,RIC_7,CHO_8,,,,,,,
697,ROA_8,RIC_9,CHO_10,RIC_11,,,,,,,,
698,CHS_6,GSP_7,CHS_8,,,,,,,,,
699,CHO_8,RIC_9,ROA_10,RIC_11,,,,,,,,
700,CHS_7,CAE_8,,,,,,,,,,
701,MYR_4,RIC_5,CHO_6,RIC_7,,,,,,,,
702,GSP_10,CHS_11,,,,,,,,,,
703,ROA_6,RIC_7,ROA_8,RIC_9,CHO_10,RIC_11,,,,,,
704,CHO_8,RIC_9,ROA_10,,,,,,,,,
705,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,,
706,CHO_6,RIC_7,CHO_8,RIC_9,ROA_10,RIC_11,CHO_12,,,,,
707,CAE_10,CHS_11,,,,,,,,,,
708,CHO_5,RIC_6,CHO_7,RIC_8,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,,
709,SHD_9,LYH_10,SHD_11,LYH_12,,,,,,,,
710,CHS_3,GSP_4,CHS_5,CAE_6,CHS_7,CAE_8,,,,,,
711,MYR_2,RIC_3,ROA_4,CHO_5,ROA_6,RIC_7,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,RIC_13
712,CHS_10,CAE_11,,,,,,,,,,
713,CHS_8,GSP_9,CHS_10,CAE_11,CHS_12,,,,,,,
714,GSP_8,CHS_9,,,,,,,,,,
715,CHS_3,GSP_4,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,,,,,
716,RIC_6,CHO_7,RIC_8,CHO_9,ROA_10,RIC_11,,,,,,
717,CHO_4,RIC_5,ROA_6,RIC_7,CHO_8,RIC_9,CHO_10,RIC_11,ROA_12,RIC_13,,
718,CHS_2,GSP_3,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,CAE_13
719,ROA_9,RIC_10,ROA_11,RIC_12,,,,,,,,
720,GSP_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,,,,,,
721,CHS_8,CAE_9,,,,,,,,,,
722,CHS_2,CAE_3,CHS_4,GSP_5,,,,,,,,
723,CHS_10,CAE_11,CHS_12,GSP_13,,,,,,,,
724,CHS_4,GSP_5,CHS_6,CAE_7,CHS_8,GSP_9,CHS_10,,,,,
725,CHS_10,CAE_11,,,,,,,,,,
726,ROA_6,RIC_7,ROA_8,RIC_9,,,,,,,,
727,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,,,,,,,
728,CAE_9,CHS_10,CAE_11,CHS_12,CAE_13,,,,,,,
729,RIC_2,CHO_3,ROA_4,RIC_5,CHO_6,ROA_7,RIC_8,CHO_9,ROA_10,,,
730,CHS_6,CAE_7,CHS_8,GSP_9,CHS_10,CAE_11,,,,,,
731,CHS_7,CAE_8,,,,,,,,,,
732,GSP_8,CHS_9,GSP_10,,,,,,,,,
733,CAE_7,CHS_8,CAE_9,CHS_10,CAE_11,,,,,,,
734,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,,,,,,,
735,CHO_8,LYH_9,SHD_10,LYH_11,SHD_12,LYH_13,,,,,,
736,CHS_10,CAE_11,,,,,,,,,,
737,CAE_9,CHS_10,,,,,,,,,,
738,CHO_3,RIC_4,ROA_5,RIC_6,ROA_7,RIC_8,ROA_9,RIC_10,,,,
739,GSP_5,CHS_6,GSP_7,,,,,,,,,
740,CAE_7,CHS_8,,,,,,,,,,
741,CHO_2,ROA_3,RIC_4,ROA_5,RIC_6,CHO_7,RIC_8,CHO_9,ROA_10,RIC_11,ROA_12,RIC_13
742,ROA_3,RIC_4,MYR_5,RIC_6,CHO_7,RIC_8,ROA_9,RIC_10,ROA_11,,,
743,ROA_5,RIC_6,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,,,,
744,GSP_8,CHS_9,CAE_10,CHS_11,,,,,,,,
745,CHO_1,RIC_2,MYR_3,RIC_4,CHO_5,,,,,,,
746,CHS_6,CAE_7,CHS_8,GSP_9,,,,,,,,
747,CHS_2,GSP_3,CHS_4,CAE_5,CHS_6,GSP_7,,,,,,
748,RIC_4,MYR_5,RIC_6,CHO_7,,,,,,,,
749,RIC_4,CHO_5,RIC_6,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,,,,
750,RIC_7,CHO_8,RIC_9,ROA_10,RIC_11,ROA_12,,,,,,
751,CHO_4,ROA_5,RIC_6,ROA_7,RIC_8,,,,,,,
752,GSP_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,,,,,
753,CAE_3,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,CHS_10,,,,
754,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,
755,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,,
756,CHS_7,CAE_8,,,,,,,,,,
757,CHS_4,GSP_5,CHS_6,CAE_7,CHS_8,CAE_9,CHS_10,,,,,
758,CHO_8,LYH_9,SHD_10,LYH_11,,,,,,,,
759,CHO_5,RIC_6,,,,,,,,,,
760,CHS_2,CAE_3,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,GSP_9,,,,
761,CHO_7,ROA_8,RIC_9,CHO_10,ROA_11,RIC_12,CHO_13,,,,,
762,ROA_6,RIC_7,CHO_8,ROA_9,RIC_10,,,,,,,
763,ROA_7,RIC_8,CHO_9,ROA_10,RIC_11,ROA_12,RIC_13,,,,,
764,RIC_10,ROA_11,RIC_12,ROA_13,,,,,,,,
765,GSP_3,CHS_4,GSP_5,CHS_6,CAE_7,CHS_8,CAE_9,,,,,
766,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,GSP_13,,,,,,
767,LYH_2,GSP_3,CHS_4,CAE_5,CHS_6,,,,,,,
768,ROA_5,RIC_6,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,CAE_13,,,
769,CHS_6,CAE_7,,,,,,,,,,
770,RIC_10,ROA_11,RIC_12,,,,,,,,,
771,CAE_5,CHS_6,,,,,,,,,,
772,ROA_7,RIC_8,ROA_9,,,,,,,,,
773,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,,,,,
774,CHS_8,CAE_9,CHS_10,,,,,,,,,
775,GSP_6,CHS_7,GSP_8,CHS_9,,,,,,,,
776,CHO_8,ROA_9,RIC_10,ROA_11,RIC_12,CHO_13,,,,,,
777,CHO_8,RIC_9,ROA_10,RIC_11,,,,,,,,
778,CHS_8,CAE_9,CHS_10,CAE_11,,,,,,,,
779,CHS_3,CAE_4,CHS_5,,,,,,,,,
780,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,,,,
781,ROA_10,RIC_11,CHO_12,,,,,,,,,
782,CHS_9,CAE_10,,,,,,,,,,
783,CHO_10,RIC_11,CHO_12,,,,,,,,,
784,GSP_1,CHS_2,CAE_3,CHS_4,CAE_5,CHS_6,CAE_7,,,,,
785,ROA_6,RIC_7,CHO_8,,,,,,,,,
786,RIC_4,CHO_5,RIC_6,CHO_7,RIC_8,CHO_9,,,,,,
787,CHS_6,CAE_7,,,,,,,,,,
788,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,,,
789,CAE_4,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,,,,,
790,ROA_9,RIC_10,CHO_11,ROA_12,RIC_13,,,,,,,
791,MYR_4,RIC_5,CHO_6,ROA_7,RIC_8,CHO_9,RIC_10,CHO_11,ROA_12,,,
792,ROA_10,RIC_11,CHO_12,ROA_13,,,,,,,,
793,GSP_1,CHS_2,CAE_3,CHS_4,CAE_5,CHS_6,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,
794,CAE_8,CHS_9,CAE_10,CHS_11,,,,,,,,
795,MYR_3,RIC_4,ROA_5,RIC_6,ROA_7,,,,,,,
796,CHS_2,GSP_3,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,,,,
797,CHS_5,CAE_6,CHS_7,GSP_8,CHS_9,,,,,,,
798,CAE_5,CHS_6,CAE_7,CHS_8,,,,,,,,
799,ROA_7,RIC_8,CHO_9,RIC_10,,,,,,,,
800,GSP_7,CHS_8,CAE_9,,,,,,,,,
801,CAE_7,CHS_8,CAE_9,CHS_10,,,,,,,,
802,CAE_7,CHS_8,CAE_9,CHS_10,CAE_11,,,,,,,
803,RIC_10,CHO_11,,,,,,,,,,
804,CHS_2,CAE_3,CHS_4,GSP_5,CHS_6,CAE_7,CHS_8,GSP_9,CHS_10,CAE_11,CHS_12,
805,CHS_5,GSP_6,CHS_7,,,,,,,,,
806,RIC_6,ROA_7,RIC_8,ROA_9,RIC_10,CHO_11,ROA_12,,,,,
807,CHO_5,ROA_6,RIC_7,ROA_8,CHO_9,RIC_10,CHO_11,,,,,
808,CAE_3,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,GSP_9,CHS_10,CAE_11,GSP_12,,
809,CHS_10,CAE_11,CHS_12,CAE_13,,,,,,,,
810,RIC_2,CHO_3,RIC_4,CHO_5,ROA_6,RIC_7,,,,,,
811,ROA_8,RIC_9,CHO_10,,,,,,,,,
812,RIC_8,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,,,,,
813,CHS_10,CAE_11,CHS_12,CAE_13,,,,,,,,
814,CAE_9,CHS_10,CAE_11,,,,,,,,,
815,CAE_4,CHS_5,,,,,,,,,,
816,ROA_3,RIC_4,ROA_5,RIC_6,CHO_7,,,,,,,
817,GSP_2,CHS_3,CAE_4,,,,,,,,,
818,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,GSP_9,,,,,,
819,ROA_4,RIC_5,,,,,,,,,,
820,CHS_5,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,
821,ROA_8,RIC_9,CHO_10,,,,,,,,,
822,CHS_9,CAE_10,,,,,,,,,,
823,CHS_6,CAE_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,CAE_13,,,,
824,ROA_7,RIC_8,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,,,,
825,RIC_9,ROA_10,RIC_11,CHO_12,,,,,,,,
826,RIC_9,ROA_10,RIC_11,ROA_12,,,,,,,,
827,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,CAE_13,,
828,ROA_8,RIC_9,CHO_10,ROA_11,RIC_12,,,,,,,
829,GSP_5,CHS_6,CAE_7,CHS_8,CAE_9,,,,,,,
830,ROA_7,RIC_8,CHO_9,RIC_10,,,,,,,,
831,CAE_10,CHS_11,,,,,,,,,,
832,CHS_4,CAE_5,CHS_6,CAE_7,,,,,,,,
833,LYH_9,SHD_10,LYH_11,,,,,,,,,
834,CAE_9,CHS_10,,,,,,,,,,
835,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,,,,,,,
836,RIC_7,CHO_8,RIC_9,CHO_10,ROA_11,,,,,,,
837,CAE_4,CHS_5,CAE_6,CHS_7,,,,,,,,
838,ROA_3,RIC_4,ROA_5,RIC_6,CHO_7,RIC_8,CHO_9,RIC_10,,,,
839,RIC_5,CHO_6,RIC_7,ROA_8,RIC_9,,,,,,,
840,ROA_6,RIC_7,ROA_8,RIC_9,ROA_10,RIC_11,,,,,,
841,CHS_10,CAE_11,CHS_12,CAE_13,,,,,,,,
842,CAE_8,CHS_9,CAE_10,CHS_11,,,,,,,,
843,RIC_8,CHO_9,ROA_10,RIC_11,CHO_12,ROA_13,,,,,,
844,RIC_10,ROA_11,RIC_12,ROA_13,,,,,,,,
845,CHS_9,CAE_10,,,,,,,,,,
846,GSP_4,CHS_5,GSP_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,,,,
847,RIC_4,MYR_5,RIC_6,,,,,,,,,
848,RIC_10,ROA_11,RIC_12,,,,,,,,,
849,MYR_4,RIC_5,ROA_6,RIC_7,CHO_8,RIC_9,ROA_10,,,,,
850,ROA_5,RIC_6,CHO_7,ROA_8,RIC_9,ROA_10,,,,,,
851,RIC_2,MYR_3,RIC_4,ROA_5,RIC_6,ROA_7,RIC_8,ROA_9,RIC_10,ROA_11,,
852,RIC_7,ROA_8,RIC_9,CHO_10,RIC_11,,,,,,,
853,CHS_10,CAE_11,CHS_12,CAE_13,,,,,,,,
854,CAE_4,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,
855,ROA_10,RIC_11,ROA_12,RIC_13,,,,,,,,
856,RIC_9,CHO_10,RIC_11,ROA_12,,,,,,,,
857,ROA_10,RIC_11,ROA_12,,,,,,,,,
858,CAE_7,CHS_8,GSP_9,CHS_10,,,,,,,,
859,CAE_5,CHS_6,CAE_7,CHS_8,GSP_9,,,,,,,
860,CHO_4,RIC_5,,,,,,,,,,
861,CAE_7,CHS_8,GSP_9,,,,,,,,,
862,ROA_6,RIC_7,,,,,,,,,,
863,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,,,,,,
864,RIC_5,ROA_6,,,,,,,,,,
865,ROA_6,RIC_7,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,,,,,
866,MYR_4,RIC_5,,,,,,,,,,
867,CHS_6,GSP_7,,,,,,,,,,
868,ROA_4,RIC_5,CHO_6,RIC_7,CHO_8,RIC_9,ROA_10,CHO_11,RIC_12,,,
869,CHO_9,RIC_10,ROA_11,,,,,,,,,
870,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,,,,,,,
871,ROA_5,RIC_6,ROA_7,RIC_8,ROA_9,,,,,,,
872,GSP_2,CHS_3,MYR_4,RIC_5,,,,,,,,
873,CHO_4,RIC_5,ROA_6,CHO_7,RIC_8,CHO_9,RIC_10,ROA_11,RIC_12,,,
874,CHS_8,CAE_9,,,,,,,,,,
875,CAE_10,CHS_11,CAE_12,,,,,,,,,
876,CHS_3,CAE_4,CHS_5,CAE_6,CHS_7,GSP_8,CAE_9,CHS_10,CAE_11,CHS_12,GSP_13,
877,ROA_3,RIC_4,CHO_5,,,,,,,,,
878,CHO_4,RIC_5,ROA_6,RIC_7,ROA_8,RIC_9,ROA_10,,,,,
879,GSP_1,CHS_2,GSP_3,CHS_4,CAE_5,CHS_6,GSP_7,CHS_8,CAE_9,,,
880,RIC_8,CHO_9,RIC_10,ROA_11,RIC_12,,,,,,,
881,RIC_3,ROA_4,RIC_5,CHO_6,,,,,,,,
882,GSP_4,CHS_5,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,,,,,
883,CAE_5,CHS_6,,,,,,,,,,
884,RIC_5,CHO_6,,,,,,,,,,
885,GSP_1,CHS_2,GSP_3,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,,,
886,CHS_3,GSP_4,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,GSP_10,CHS_11,CAE_12,,
887,ROA_10,RIC_11,CHO_12,,,,,,,,,
888,GSP_4,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,
889,ROA_6,RIC_7,ROA_8,RIC_9,,,,,,,,
890,CHS_9,CAE_10,CHS_11,CAE_12,,,,,,,,
891,ROA_7,RIC_8,ROA_9,RIC_10,,,,,,,,
892,CAE_2,CHS_3,CAE_4,CHS_5,GSP_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,
893,ROA_5,RIC_6,CHO_7,RIC_8,ROA_9,RIC_10,ROA_11,RIC_12,,,,
894,CHO_7,RIC_8,ROA_9,RIC_10,ROA_11,RIC_12,,,,,,
895,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,,,,,,
896,GSP_7,RIC_8,ROA_9,,,,,,,,,
897,GSP_2,CHS_3,,,,,,,,,,
898,ROA_3,CHO_4,RIC_5,CHO_6,,,,,,,,
899,RIC_5,CHO_6,ROA_7,,,,,,,,,
900,CHS_10,CAE_11,,,,,,,,,,
901,CAE_4,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,,,
902,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,,,,,,,
903,RIC_10,ROA_11,RIC_12,,,,,,,,,
904,RIC_7,ROA_8,,,,,,,,,,
905,CHS_10,CAE_11,CHS_12,,,,,,,,,
906,ROA_6,RIC_7,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,,,,,
907,RIC_10,CHO_11,ROA_12,RIC_13,,,,,,,,
908,GSP_2,CHS_3,CAE_4,CHS_5,GSP_6,CHS_7,CAE_8,,,,,
909,CAE_7,CHS_8,GSP_9,CHS_10,,,,,,,,
910,CHO_5,RIC_6,,,,,,,,,,
911,GSP_9,CHS_10,CAE_11,CHS_12,,,,,,,,
912,CAE_9,CHS_10,CAE_11,CHS_12,,,,,,,,
913,CHS_7,GSP_8,CHS_9,,,,,,,,,
914,RIC_4,CHO_5,ROA_6,CHO_7,RIC_8,CHO_9,RIC_10,,,,,
915,GSP_1,CHS_2,CAE_3,CHS_4,GSP_5,CHS_6,,,,,,
916,GSP_7,CHS_8,GSP_9,,,,,,,,,
917,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,,
918,CHO_6,ROA_7,RIC_8,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,,,
919,RIC_8,CHO_9,ROA_10,RIC_11,ROA_12,RIC_13,,,,,,
920,CAE_4,CHS_5,,,,,,,,,,
921,RIC_10,ROA_11,CHO_12,,,,,,,,,
922,CAE_9,CHS_10,CAE_11,CHS_12,,,,,,,,
923,RIC_5,ROA_6,CHO_7,RIC_8,ROA_9,RIC_10,ROA_11,,,,,
924,ROA_4,RIC_5,CHO_6,RIC_7,CHO_8,RIC_9,,,,,,
925,CHS_5,CAE_6,CHS_7,CAE_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,
926,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,,,,,,
927,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,CAE_13,,,,,
928,ROA_5,RIC_6,ROA_7,RIC_8,CHO_9,,,,,,,
929,CAE_3,CHS_4,CAE_5,CHS_6,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,,,
930,RIC_4,MYR_5,RIC_6,CHO_7,,,,,,,,
931,GSP_5,CHS_6,,,,,,,,,,
932,ROA_3,RIC_4,MYR_5,CAE_6,,,,,,,,
933,CHS_4,CAE_5,CHS_6,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,,,,
934,CAE_8,CHS_9,CAE_10,CHS_11,,,,,,,,
935,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,CAE_13,,,,,
936,CAE_8,CHS_9,,,,,,,,,,
937,RIC_9,CHO_10,RIC_11,,,,,,,,,
938,RIC_6,CHO_7,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,CHO_13,,,,
939,ROA_8,RIC_9,ROA_10,RIC_11,,,,,,,,
940,CAE_4,CHS_5,GSP_6,CHS_7,CAE_8,CHS_9,,,,,,
941,ROA_4,CHO_5,RIC_6,CHO_7,RIC_8,ROA_9,RIC_10,ROA_11,,,,
942,RIC_4,MYR_5,RIC_6,CHO_7,ROA_8,RIC_9,ROA_10,,,,,
943,ROA_6,RIC_7,,,,,,,,,,
944,MYR_8,CAE_9,CHS_10,CAE_11,,,,,,,,
945,RIC_3,ROA_4,RIC_5,ROA_6,RIC_7,,,,,,,
946,CHS_10,CAE_11,CHS_12,CAE_13,,,,,,,,
947,RIC_2,MYR_3,RIC_4,,,,,,,,,
948,CHS_6,CAE_7,CHS_8,CAE_9,,,,,,,,
949,CHO_4,ROA_5,RIC_6,ROA_7,CHO_8,RIC_9,,,,,,
950,RIC_6,ROA_7,RIC_8,ROA_9,RIC_10,ROA_11,RIC_12,,,,,
951,RIC_3,MYR_4,RIC_5,ROA_6,RIC_7,ROA_8,RIC_9,,,,,
952,CAE_9,CHS_10,CAE_11,,,,,,,,,
953,CHS_4,GSP_5,CHS_6,CAE_7,CHS_8,GSP_9,CHS_10,CAE_11,CHS_12,,,
954,MYR_4,RIC_5,,,,,,,,,,
955,ROA_6,RIC_7,CHO_8,ROA_9,RIC_10,,,,,,,
956,CHS_4,CAE_5,CHS_6,,,,,,,,,
957,RIC_4,MYR_5,CAE_6,CHS_7,CAE_8,,,,,,,
958,CHS_10,CAE_11,CHS_12,,,,,,,,,
959,CHO_7,RIC_8,CHO_9,RIC_10,CHO_11,ROA_12,RIC_13,,,,,
960,ROA_4,RIC_5,CHO_6,RIC_7,CHO_8,RIC_9,ROA_10,RIC_11,CHO_12,,,
961,CHS_6,GSP_7,,,,,,,,,,
962,RIC_8,ROA_9,CHO_10,RIC_11,ROA_12,,,,,,,
963,CHS_4,CAE_5,CHS_6,CAE_7,CHS_8,,,,,,,
964,ROA_9,RIC_10,ROA_11,,,,,,,,,
965,CAE_7,CHS_8,CAE_9,,,,,,,,,
966,ROA_3,RIC_4,MYR_5,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,,
967,CHS_9,CAE_10,CHS_11,CAE_12,,,,,,,,
968,CAE_10,CHS_11,,,,,,,,,,
969,ROA_6,RIC_7,,,,,,,,,,
970,GSP_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,
971,RIC_4,MYR_5,RIC_6,ROA_7,,,,,,,,
972,ROA_3,RIC_4,MYR_5,CAE_6,CHS_7,GSP_8,,,,,,
973,SHD_9,LYH_10,SHD_11,,,,,,,,,
974,ROA_7,RIC_8,,,,,,,,,,
975,RIC_7,ROA_8,RIC_9,CHO_10,ROA_11,,,,,,,
976,CHS_9,CAE_10,CHS_11,CAE_12,,,,,,,,
977,GSP_4,CHS_5,GSP_6,CHS_7,CAE_8,CHS_9,GSP_10,CHS_11,CAE_12,CHS_13,,
978,RIC_3,CHO_4,RIC_5,ROA_6,RIC_7,CHO_8,RIC_9,CHO_10,RIC_11,ROA_12,,
979,GSP_5,CHS_6,,,,,,,,,,
980,ROA_6,RIC_7,,,,,,,,,,
981,CAE_8,CHS_9,GSP_10,CHS_11,CAE_12,,,,,,,
982,CAE_5,CHS_6,CAE_7,CHS_8,CAE_9,CHS_10,CAE_11,CHS_12,,,,
983,CHO_10,ROA_11,RIC_12,ROA_13,,,,,,,,
984,ROA_10,RIC_11,,,,,,,,,,
985,ROA_7,RIC_8,CHO_9,ROA_10,RIC_11,ROA_12,RIC_13,,,,,
986,CAE_8,CHS_9,CAE_10,CHS_11,,,,,,,,
987,CAE_10,CHS_11,,,,,,,,,,
988,MYR_2,RIC_3,MYR_4,RIC_5,ROA_6,RIC_7,ROA_8,CHO_9,,,,
989,CHS_3,CAE_4,CHS_5,CAE_6,CHS_7,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,,
990,CHS_6,CAE_7,CHS_8,GSP_9,CHS_10,,,,,,,
991,MYR_3,RIC_4,CHO_5,ROA_6,,,,,,,,
992,CHS_9,CAE_10,,,,,,,,,,
993,GSP_7,CHS_8,CAE_9,CHS_10,CAE_11,,,,,,,
994,ROA_5,RIC_6,CHO_7,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,,,,
995,GSP_8,CHS_9,CAE_10,CHS_11,CAE_12,CHS_13,,,,,,
996,GSP_8,CHS_9,CAE_10,,,,,,,,,
997,MYR_4,RIC_5,ROA_6,RIC_7,GSP_8,,,,,,,
998,ROA_8,RIC_9,ROA_10,RIC_11,ROA_12,RIC_13,,,,,,
999,CHO_4,RIC_5,ROA_6,RIC_7,CHO_8,ROA_9,RIC_10,ROA_11,RIC_12,ROA_13,,
